Transaction ID,Date,Time,Amount,Merchant,Card Number,Transaction Type
408,2024-02-12,20:15:32,898.2940655933465,Target,7962,purchase
409,2024-02-13,14:45:21,119.81334041488455,Target,3816,purchase
410,2024-02-14,04:05:05,595.9880630434636,Amazon,5662,refund
411,2024-02-15,15:40:48,355.4663102736688,Target,8791,purchase
412,2024-02-16,07:01:14,34.737795614289205,Target,9903,purchase
413,2024-02-17,22:50:12,83.79329641904518,Amazon,2723,refund
414,2024-02-18,08:37:55,766.0666470832824,Walmart,4393,purchase
415,2024-02-19,14:47:31,842.5594141251636,Amazon,1482,refund
416,2024-02-20,19:41:22,363.8607379535741,Target,9120,refund
417,2024-02-21,06:30:17,247.52563086043662,Best Buy,8509,refund
418,2024-02-22,03:48:49,494.097013078747,Target,4665,purchase
419,2024-02-23,06:37:16,153.13082279105342,Best Buy,9855,refund
420,2024-02-24,15:35:32,617.3235696745165,Best Buy,3979,purchase
421,2024-02-25,19:20:58,739.7682641362396,Best Buy,6154,refund
422,2024-02-26,18:24:32,704.2616066756316,Walmart,1358,purchase
423,2024-02-27,07:27:52,932.1475588244122,Walmart,5553,refund
424,2024-02-28,23:18:11,602.1118414812081,Amazon,9856,purchase
425,2024-02-29,03:11:05,595.6022264561137,Walmart,2757,purchase
426,2024-03-01,22:01:25,737.2482521788245,Best Buy,3992,refund
427,2024-03-02,09:16:14,726.0579273666857,Target,3969,purchase
428,2024-03-03,05:08:24,279.8925702010812,Target,6572,purchase
429,2024-03-04,12:35:02,797.4566726535627,Best Buy,6870,refund
430,2024-03-05,16:15:03,904.5353181781722,Target,7182,refund
431,2024-03-06,04:23:55,779.6293233170504,Target,3254,refund
432,2024-03-07,02:09:48,849.5335790821003,Walmart,4145,purchase
433,2024-03-08,14:35:47,848.8728102979431,Best Buy,7066,refund
434,2024-03-09,06:46:44,248.3701756587973,Target,1028,purchase
435,2024-03-10,07:29:11,827.2239770445838,Target,2423,refund
436,2024-03-11,10:35:11,719.2621200158749,Target,4108,refund
437,2024-03-12,18:50:40,324.0421128595962,Best Buy,1647,refund
438,2024-03-13,03:18:29,675.0081348757402,Best Buy,6791,refund
439,2024-03-14,03:58:01,673.5173381944061,Amazon,8339,purchase
440,2024-03-15,05:06:27,802.5533983942421,Amazon,3844,refund
441,2024-03-16,16:55:35,1.0605080315024038,Target,9374,purchase
442,2024-03-17,16:49:25,647.5626472524564,Walmart,7262,refund
443,2024-03-18,03:48:24,673.2162739451975,Walmart,7826,purchase
444,2024-03-19,14:07:39,577.8357902648296,Best Buy,2439,refund
445,2024-03-20,02:42:54,777.6004810440764,Best Buy,7642,purchase
446,2024-03-21,20:28:48,144.38504017012679,Amazon,5932,refund
447,2024-03-22,20:17:44,302.00761584355996,Amazon,3624,purchase
448,2024-03-23,05:15:31,756.1116654220413,Best Buy,4985,purchase
449,2024-03-24,18:56:59,343.577873456305,Walmart,3116,purchase
450,2024-03-25,06:55:19,604.0457720641074,Amazon,7112,purchase
451,2024-03-26,22:29:52,621.7711976121869,Amazon,6328,purchase
452,2024-03-27,20:08:51,299.31504894006895,Target,4495,purchase
453,2024-03-28,08:02:34,461.4484836556048,Walmart,9702,refund
454,2024-03-29,19:55:12,685.1143565506474,Target,8334,refund
455,2024-03-30,10:56:06,773.8853847050052,Amazon,6558,purchase
456,2024-03-31,01:39:45,647.570754612042,Amazon,8932,refund
457,2024-04-01,10:21:32,386.3533269475297,Amazon,2639,refund
458,2024-04-02,20:59:37,32.54302347901908,Amazon,6117,refund
459,2024-04-03,15:33:06,901.106903707655,Best Buy,5224,refund
460,2024-04-04,02:53:33,10.365802526148359,Walmart,4500,purchase
461,2024-04-05,08:27:21,103.28756130139185,Walmart,8524,refund
462,2024-04-06,19:05:40,783.4909107457893,Walmart,2385,refund
463,2024-04-07,16:54:17,61.83133335150532,Walmart,5783,purchase
464,2024-04-08,00:01:33,885.9105430858623,Target,8728,refund
465,2024-04-09,22:00:49,898.2128581962426,Target,8590,purchase
466,2024-04-10,09:47:15,56.92545767221636,Target,2412,purchase
467,2024-04-11,10:09:06,951.0049043298969,Amazon,2787,purchase
468,2024-04-12,18:19:00,514.9480009620303,Best Buy,2009,purchase
469,2024-04-13,01:23:57,1.6908638304048969,Walmart,8207,refund
470,2024-04-14,07:09:45,523.841314230091,Best Buy,5317,purchase
471,2024-04-15,12:47:11,381.2147827395638,Walmart,5843,refund
472,2024-04-16,18:18:31,985.3744820753114,Walmart,5781,refund
473,2024-04-17,22:39:32,261.32766621376607,Target,3208,refund
474,2024-04-18,21:14:38,447.10019228346005,Amazon,5844,purchase
475,2024-04-19,04:41:21,95.60253385020275,Amazon,2199,refund
476,2024-04-20,15:46:58,876.7717595155931,Best Buy,4746,purchase
477,2024-04-21,06:35:57,38.49681570105939,Amazon,6418,refund
478,2024-04-22,02:40:30,771.4699401977015,Target,8370,purchase
479,2024-04-23,19:27:31,279.0504782232795,Walmart,9618,purchase
480,2024-04-24,19:07:06,139.9941513857349,Best Buy,4836,purchase
481,2024-04-25,09:32:10,701.7393108356757,Target,8631,purchase
482,2024-04-26,17:27:18,624.8729789289017,Walmart,4802,refund
483,2024-04-27,06:57:16,36.54622050771791,Amazon,2641,refund
484,2024-04-28,18:01:06,388.7809139287955,Best Buy,2576,purchase
485,2024-04-29,07:50:50,556.1233597674131,Best Buy,6695,refund
486,2024-04-30,04:28:00,357.0834490554494,Walmart,2068,purchase
487,2024-05-01,16:20:12,632.08680734663,Amazon,3941,refund
488,2024-05-02,15:35:11,463.12015573042163,Best Buy,8548,refund
489,2024-05-03,19:31:12,646.6828574100872,Amazon,7040,purchase
490,2024-05-04,00:57:46,609.9271792626305,Amazon,9019,refund
491,2024-05-05,05:40:27,201.74961094302662,Walmart,7093,purchase
492,2024-05-06,19:30:38,338.5030260720986,Target,6511,purchase
493,2024-05-07,10:40:06,303.9495676213326,Amazon,1501,refund
494,2024-05-08,11:17:01,980.4293875736641,Best Buy,9916,purchase
495,2024-05-09,13:26:13,244.65989683412994,Best Buy,4592,purchase
496,2024-05-10,19:44:30,231.07527941078635,Best Buy,1809,purchase
497,2024-05-11,13:07:53,58.413162366508104,Best Buy,6026,purchase
498,2024-05-12,10:51:18,948.4946608896464,Walmart,2198,refund
499,2024-05-13,00:49:47,476.527154901907,Amazon,9904,refund
500,2024-05-14,05:51:14,989.0431019478326,Walmart,2335,refund
501,2024-05-15,07:47:19,749.9517433473293,Target,2780,refund
502,2024-05-16,19:07:08,35.211663237199275,Amazon,7724,refund
503,2024-05-17,10:42:49,795.7498420113449,Amazon,1303,purchase
504,2024-05-18,03:05:00,908.8247073575865,Amazon,3567,refund
505,2024-05-19,11:28:14,736.0043455589806,Target,1248,refund
506,2024-05-20,07:10:19,266.66455759423957,Walmart,5181,refund
507,2024-05-21,02:18:12,146.29016780196127,Amazon,1019,purchase
508,2024-05-22,21:06:37,194.86403055813543,Amazon,4579,purchase
509,2024-05-23,11:14:04,992.893801573033,Best Buy,5453,refund
510,2024-05-24,20:22:10,500.5213809388588,Target,2366,refund
511,2024-05-25,05:35:29,996.5443255908164,Best Buy,3409,refund
512,2024-05-26,10:27:24,658.9454663195239,Best Buy,8957,refund
513,2024-05-27,23:48:48,930.497956318627,Walmart,8307,purchase
514,2024-05-28,11:52:09,643.7756928483991,Best Buy,5163,purchase
515,2024-05-29,11:36:48,247.33047637204174,Target,6021,refund
516,2024-05-30,00:36:13,315.7070786950779,Target,8493,refund
517,2024-05-31,20:48:10,903.0758767393736,Amazon,4823,refund
518,2024-06-01,01:54:34,922.171789539657,Walmart,3523,purchase
519,2024-06-02,23:04:59,638.2024587866514,Amazon,3721,refund
520,2024-06-03,17:09:21,98.79810252490248,Best Buy,6223,refund
521,2024-06-04,23:26:56,261.65014226289327,Amazon,3809,purchase
522,2024-06-05,00:45:57,178.7517529597489,Target,3099,purchase
523,2024-06-06,03:22:00,620.4335267750456,Target,4045,refund
524,2024-06-07,06:37:22,155.23521011583878,Best Buy,9658,refund
525,2024-06-08,19:19:43,441.4066521748736,Amazon,5403,refund
526,2024-06-09,23:19:31,552.8879090271702,Target,3477,refund
527,2024-06-10,14:34:22,228.64284300694513,Target,4421,purchase
528,2024-06-11,20:23:01,227.9294353831618,Walmart,9324,purchase
529,2024-06-12,12:11:04,267.6788560326197,Amazon,7008,refund
530,2024-06-13,18:04:54,897.1604243905432,Amazon,1490,purchase
531,2024-06-14,20:22:44,565.0625827825456,Walmart,1784,refund
532,2024-06-15,05:51:47,126.68534832453065,Target,2077,refund
533,2024-06-16,01:22:10,205.80640212897976,Walmart,3005,refund
534,2024-06-17,13:49:16,936.9078419600852,Walmart,1706,purchase
535,2024-06-18,15:55:08,373.73277809472387,Walmart,6524,purchase
536,2024-06-19,23:42:51,351.0366298998714,Target,5504,purchase
537,2024-06-20,05:36:05,470.52370430533557,Best Buy,8979,purchase
538,2024-06-21,21:55:57,394.76671291783714,Best Buy,9941,purchase
539,2024-06-22,00:01:40,338.94311050555797,Best Buy,4425,refund
540,2024-06-23,14:59:02,367.1134561775732,Walmart,7424,purchase
541,2024-06-24,20:42:53,866.5922108199021,Best Buy,4416,refund
542,2024-06-25,01:40:37,695.033376896382,Amazon,3408,refund
543,2024-06-26,15:12:59,18.750909841624154,Best Buy,8771,purchase
544,2024-06-27,07:00:47,958.1875707150408,Target,8485,purchase
545,2024-06-28,14:40:17,823.7483707746505,Walmart,9844,refund
546,2024-06-29,06:53:33,921.1385347108037,Walmart,5210,refund
547,2024-06-30,13:26:11,241.4552861992077,Best Buy,4372,refund
548,2024-07-01,13:09:14,688.7744671998313,Walmart,7537,refund
549,2024-07-02,15:34:22,976.7851933309295,Walmart,5469,purchase
550,2024-07-03,22:45:41,127.96001271650982,Walmart,8853,purchase
551,2024-07-04,06:22:37,746.9414295467052,Walmart,8303,refund
552,2024-07-05,10:47:50,243.28872317020966,Amazon,9814,refund
553,2024-07-06,08:17:29,510.51018086462597,Target,1400,refund
554,2024-07-07,19:05:27,253.2207254075433,Amazon,6298,refund
555,2024-07-08,11:51:01,649.382561940521,Best Buy,7951,refund
556,2024-07-09,11:20:31,687.9017041950402,Best Buy,2898,refund
557,2024-07-10,10:55:08,43.57331712662113,Walmart,8202,purchase
558,2024-07-11,00:56:58,549.6880218735323,Walmart,3219,refund
559,2024-07-12,20:38:34,643.5555774407575,Best Buy,2537,purchase
560,2024-07-13,08:48:59,570.8529871796695,Walmart,1354,purchase
561,2024-07-14,15:03:18,274.4038713804036,Amazon,8608,refund
562,2024-07-15,11:36:30,221.6034598263211,Walmart,8271,purchase
563,2024-07-16,23:38:45,154.4289299487659,Amazon,9745,refund
564,2024-07-17,06:01:14,760.1133676961699,Target,9502,purchase
565,2024-07-18,19:56:58,792.9256457460885,Amazon,8125,refund
566,2024-07-19,00:22:17,550.7873940634641,Best Buy,2711,refund
567,2024-07-20,10:05:15,532.7932969268792,Best Buy,6516,refund
568,2024-07-21,03:47:37,361.7453714765047,Best Buy,3255,purchase
569,2024-07-22,22:51:47,76.77424188880063,Amazon,6020,refund
570,2024-07-23,01:27:25,984.0462711361182,Target,7395,refund
571,2024-07-24,07:35:42,869.9782231423873,Best Buy,1053,purchase
572,2024-07-25,01:05:22,206.29362738332577,Walmart,8638,refund
573,2024-07-26,00:20:21,425.4277865056076,Amazon,8871,purchase
574,2024-07-27,12:59:38,652.8618320826913,Target,8515,purchase
575,2024-07-28,00:32:04,553.0932240152846,Amazon,2697,purchase
576,2024-07-29,15:38:57,251.94891640819836,Amazon,3094,purchase
577,2024-07-30,02:28:21,324.7282688821975,Target,4702,refund
578,2024-07-31,11:30:07,788.376447725515,Amazon,5949,purchase
579,2024-08-01,13:45:02,163.288279939163,Best Buy,8644,refund
580,2024-08-02,20:39:52,82.49952270126404,Target,1270,purchase
581,2024-08-03,05:34:59,513.6715315819198,Amazon,5530,purchase
582,2024-08-04,20:35:52,222.10842186569187,Walmart,9677,refund
583,2024-08-05,10:17:08,233.0841832118218,Target,3230,refund
584,2024-08-06,00:58:31,526.3907232820019,Walmart,6298,purchase
585,2024-08-07,21:14:00,499.03501514558195,Amazon,3953,refund
586,2024-08-08,18:23:29,928.0304054620474,Walmart,9872,refund
587,2024-08-09,09:38:26,503.94582873434683,Target,7899,refund
588,2024-08-10,12:38:38,197.1777705012858,Amazon,1922,purchase
589,2024-08-11,07:02:09,28.05115321640541,Target,4741,purchase
590,2024-08-12,20:13:59,85.09390418477811,Amazon,1638,purchase
591,2024-08-13,08:10:19,420.4377910673118,Best Buy,7410,refund
592,2024-08-14,12:07:27,517.604259046999,Best Buy,3347,refund
593,2024-08-15,08:47:29,646.8440994527725,Best Buy,8102,purchase
594,2024-08-16,15:07:09,471.73555791891033,Walmart,5321,purchase
595,2024-08-17,16:57:26,658.5410470840814,Walmart,5838,purchase
596,2024-08-18,11:53:18,1.7162426240283417,Best Buy,5883,purchase
597,2024-08-19,16:44:38,15.766145002812731,Target,5486,purchase
598,2024-08-20,08:02:40,802.9309208988296,Target,8173,purchase
599,2024-08-21,11:18:58,614.0884263704214,Amazon,4268,refund
600,2024-08-22,19:47:35,755.9822432956977,Target,2474,refund
601,2024-08-23,07:34:20,379.02496654549606,Target,5935,purchase
602,2024-08-24,07:43:42,601.3327527731806,Walmart,2239,refund
603,2024-08-25,02:58:58,469.7006784019458,Target,6812,refund
604,2024-08-26,08:58:28,725.5909130194459,Target,4450,refund
605,2024-08-27,03:35:10,98.56199352312424,Amazon,7806,purchase
606,2024-08-28,10:41:04,118.37410153444661,Best Buy,6673,refund
607,2024-08-29,00:56:44,813.4103225117502,Best Buy,5870,refund
608,2024-08-30,17:01:42,106.26713660689325,Walmart,9755,refund
609,2024-08-31,03:00:25,964.5463046794054,Walmart,1679,refund
610,2024-09-01,10:16:50,712.9268230997624,Amazon,4732,refund
611,2024-09-02,14:09:11,524.4704851717448,Walmart,7868,purchase
612,2024-09-03,09:50:59,886.2318971819643,Amazon,6208,purchase
613,2024-09-04,07:42:04,863.466787918759,Best Buy,7624,purchase
614,2024-09-05,19:59:33,775.6514249422546,Best Buy,6723,refund
615,2024-09-06,03:26:44,797.4955714083342,Amazon,9186,refund
616,2024-09-07,11:47:57,781.7090265923035,Best Buy,1868,refund
617,2024-09-08,20:55:12,570.1363359217169,Target,5246,purchase
618,2024-09-09,10:50:21,727.1241784774131,Target,8954,purchase
619,2024-09-10,02:49:54,457.6924747831257,Best Buy,4150,purchase
620,2024-09-11,21:05:55,802.4135618333125,Amazon,4591,refund
621,2024-09-12,12:06:09,743.7876895386927,Target,1523,purchase
622,2024-09-13,12:21:05,866.4252891878108,Target,6834,refund
623,2024-09-14,23:53:18,927.5623056196239,Best Buy,6434,refund
624,2024-09-15,02:17:46,14.62410998797099,Walmart,3598,refund
625,2024-09-16,10:46:15,480.9410041245885,Walmart,9128,purchase
626,2024-09-17,19:12:20,917.2348152773187,Best Buy,2058,refund
627,2024-09-18,19:06:56,170.76505081458862,Best Buy,9401,purchase
628,2024-09-19,01:26:02,40.18307797731884,Target,9116,purchase
629,2024-09-20,10:39:46,430.71547473554386,Amazon,9059,purchase
630,2024-09-21,09:30:02,431.8220714556758,Amazon,2703,purchase
631,2024-09-22,10:00:20,531.6639276436783,Target,1213,purchase
632,2024-09-23,01:47:28,471.17670662334496,Target,5889,refund
633,2024-09-24,13:04:02,698.2958259351458,Amazon,2405,purchase
634,2024-09-25,07:16:54,542.2805763893703,Walmart,7000,refund
635,2024-09-26,07:02:33,542.7981102914093,Walmart,3603,purchase
636,2024-09-27,02:03:46,667.5460353498202,Amazon,3725,purchase
637,2024-09-28,03:13:56,522.8677308631984,Best Buy,2497,purchase
638,2024-09-29,00:10:12,63.068674717672415,Best Buy,1708,refund
639,2024-09-30,19:22:02,811.4476406552687,Target,4764,purchase
640,2024-10-01,16:06:01,287.1670912363313,Walmart,1455,purchase
641,2024-10-02,11:48:26,901.7487855312864,Best Buy,6213,refund
642,2024-10-03,23:53:48,642.5914704762828,Best Buy,5119,refund
643,2024-10-04,15:14:48,764.1048552161437,Best Buy,9536,refund
644,2024-10-05,12:00:33,313.19847850794486,Amazon,7489,purchase
645,2024-10-06,07:30:45,156.94217726138132,Target,4312,purchase
646,2024-10-07,05:44:07,651.8155937217539,Target,5594,purchase
647,2024-10-08,02:32:00,337.74398108778155,Walmart,1353,refund
648,2024-10-09,16:19:06,430.80524254719523,Best Buy,6574,purchase
649,2024-10-10,20:44:10,849.4869987373464,Target,8744,refund
650,2024-10-11,18:13:55,23.309230235673287,Amazon,7936,refund
651,2024-10-12,15:42:17,794.5113689853113,Amazon,6190,purchase
652,2024-10-13,18:51:30,924.3677948135048,Amazon,4902,purchase
653,2024-10-14,15:17:40,506.7439607771567,Best Buy,2125,purchase
654,2024-10-15,12:43:10,145.03486729536272,Amazon,2561,refund
655,2024-10-16,18:06:20,396.83824728979937,Best Buy,5005,refund
656,2024-10-17,00:26:48,149.82589480752466,Target,5996,refund
657,2024-10-18,15:09:06,123.62207023791733,Amazon,9956,refund
658,2024-10-19,08:21:45,963.9490782467991,Best Buy,6887,purchase
659,2024-10-20,20:20:55,304.11784246250204,Walmart,4084,refund
660,2024-10-21,03:11:38,267.4135017541313,Target,3832,purchase
661,2024-10-22,22:04:43,771.3208033542381,Target,1013,refund
662,2024-10-23,08:26:00,528.7916725800773,Best Buy,2803,purchase
663,2024-10-24,03:18:42,873.1175819534853,Best Buy,3410,refund
664,2024-10-25,18:06:59,999.8539742169779,Target,6376,refund
665,2024-10-26,13:34:11,81.20455051245581,Best Buy,1408,purchase
666,2024-10-27,16:34:53,143.93534327135737,Amazon,3928,purchase
667,2024-10-28,22:45:20,943.1599499914813,Best Buy,7811,purchase
668,2024-10-29,16:32:10,212.09025692010488,Target,6336,purchase
669,2024-10-30,17:36:06,45.88485128461911,Amazon,8132,refund
670,2024-10-31,13:02:27,860.5017006637497,Best Buy,6887,refund
671,2024-11-01,12:04:09,74.50036778637428,Amazon,3681,refund
672,2024-11-02,14:28:35,961.8794160694533,Best Buy,9558,refund
673,2024-11-03,16:15:30,760.5188305958071,Target,7816,purchase
674,2024-11-04,00:34:58,405.0178980903682,Target,9126,refund
675,2024-11-05,10:28:54,66.05336224618505,Amazon,8997,refund
676,2024-11-06,18:46:44,711.902882093627,Target,1995,refund
677,2024-11-07,20:06:03,570.2643787206225,Target,5744,refund
678,2024-11-08,03:35:18,152.2342651827317,Amazon,9804,refund
679,2024-11-09,10:39:32,627.7137312543769,Amazon,7836,refund
680,2024-11-10,06:21:33,657.6437098967406,Target,7350,purchase
681,2024-11-11,21:38:49,945.4735311710353,Amazon,6860,purchase
682,2024-11-12,11:17:22,458.3773448123531,Amazon,2489,refund
683,2024-11-13,23:38:30,512.9758876829533,Best Buy,2368,purchase
684,2024-11-14,04:08:01,908.6297803686957,Walmart,3136,purchase
685,2024-11-15,10:12:21,247.15592006504576,Target,5195,purchase
686,2024-11-16,08:49:42,264.08317430522743,Target,9396,purchase
687,2024-11-17,16:59:45,930.180660361016,Best Buy,7484,refund
688,2024-11-18,18:16:42,374.0754455145864,Target,2110,purchase
689,2024-11-19,12:13:58,771.8604982913781,Target,6932,refund
690,2024-11-20,19:41:58,340.50319695247066,Target,5856,purchase
691,2024-11-21,11:32:54,218.90988474041689,Amazon,5303,refund
692,2024-11-22,12:36:27,309.51028937760054,Target,4104,refund
693,2024-11-23,17:27:14,507.4587602018606,Target,4405,purchase
694,2024-11-24,23:25:38,222.55926943079945,Walmart,9615,purchase
695,2024-11-25,07:45:06,730.2725021962907,Best Buy,9440,refund
696,2024-11-26,20:17:16,75.8465210699022,Best Buy,2470,refund
697,2024-11-27,02:26:59,553.761928147155,Amazon,9254,purchase
698,2024-11-28,01:14:45,577.0800684092607,Target,4684,refund
699,2024-11-29,15:58:45,316.35525059183726,Target,8142,refund
700,2024-11-30,09:44:11,45.4233756028308,Target,6050,refund
701,2024-12-01,18:08:43,512.7977498418059,Target,6730,refund
702,2024-12-02,03:08:46,64.76154059125335,Amazon,2389,purchase
703,2024-12-03,07:29:16,848.2149106938946,Walmart,5326,refund
704,2024-12-04,13:14:23,949.4205265895116,Best Buy,4503,refund
705,2024-12-05,13:41:12,265.69316974077697,Walmart,2945,purchase
706,2024-12-06,22:07:14,102.2726657977962,Target,2360,refund
707,2024-12-07,13:10:49,287.4391229409765,Walmart,4312,purchase
708,2024-12-08,10:07:24,197.44964102081272,Walmart,6903,purchase
709,2024-12-09,14:51:24,9.895094575465855,Best Buy,8669,purchase
710,2024-12-10,21:04:41,891.4100981998131,Walmart,2104,purchase
711,2024-12-11,03:11:17,789.2263133248533,Walmart,8914,purchase
712,2024-12-12,12:22:30,303.5753055231055,Walmart,9199,refund
713,2024-12-13,23:45:52,645.1821315177831,Amazon,7440,purchase
714,2024-12-14,07:15:52,970.4398859981785,Amazon,9742,refund
715,2024-12-15,20:14:22,785.7694773961317,Amazon,9045,purchase
716,2024-12-16,02:05:57,749.2240526760394,Walmart,3597,purchase
717,2024-12-17,21:28:05,608.0164821240047,Amazon,4926,purchase
718,2024-12-18,12:14:29,370.5707547900123,Walmart,5028,purchase
719,2024-12-19,22:38:41,585.0551511826377,Walmart,4322,refund
720,2024-12-20,03:26:23,158.12413894526412,Amazon,4835,purchase
721,2024-12-21,13:10:56,38.726333067949525,Target,4399,refund
722,2024-12-22,09:48:32,393.3597866349714,Walmart,2445,purchase
723,2024-12-23,13:08:32,154.9757218677724,Walmart,2951,purchase
724,2024-12-24,19:59:28,153.589599864923,Best Buy,5836,refund
725,2024-12-25,09:07:10,480.3503582118407,Amazon,3993,refund
726,2024-12-26,07:30:18,177.75854974721273,Best Buy,7453,refund
727,2024-12-27,16:36:28,200.67920140811322,Walmart,9807,purchase
728,2024-12-28,08:25:01,575.5638046346413,Best Buy,2810,purchase
729,2024-12-29,22:42:08,457.60576301818065,Walmart,1423,refund
730,2024-12-30,18:45:59,718.4009207679894,Best Buy,5354,refund
731,2024-12-31,20:31:18,463.58699999378354,Walmart,6810,refund
732,2025-01-01,05:13:41,307.9992585125283,Amazon,1616,purchase
733,2025-01-02,09:53:40,636.2319181111662,Best Buy,4687,purchase
734,2025-01-03,08:07:47,483.14514999290145,Best Buy,5705,refund
735,2025-01-04,13:41:19,977.6054332482782,Target,6123,refund
736,2025-01-05,04:21:48,248.51956452030845,Target,5533,refund
737,2025-01-06,12:26:25,675.3828106290813,Amazon,3008,refund
738,2025-01-07,09:39:50,987.3830807745775,Walmart,3239,refund
739,2025-01-08,07:08:55,926.0673773370213,Target,5465,purchase
740,2025-01-09,23:39:32,253.31448504676723,Amazon,1441,refund
741,2025-01-10,00:09:52,719.7496533415584,Amazon,7471,refund
742,2025-01-11,23:02:24,387.1519151732033,Walmart,6803,purchase
743,2025-01-12,05:36:23,759.7306064250296,Walmart,3629,purchase
744,2025-01-13,18:09:14,126.58158461107116,Best Buy,7568,refund
745,2025-01-14,18:07:56,973.1227015206343,Best Buy,6779,refund
746,2025-01-15,10:23:57,150.3490328976009,Amazon,4106,purchase
747,2025-01-16,03:10:08,699.8363811772058,Amazon,4044,refund
748,2025-01-17,02:48:16,346.16869265700404,Amazon,9798,refund
749,2025-01-18,11:47:21,187.75026249589172,Best Buy,1365,refund
750,2025-01-19,09:08:04,391.46351543405126,Target,6935,purchase
751,2025-01-20,16:08:05,971.3884365013921,Walmart,8032,purchase
752,2025-01-21,11:18:23,115.6525953154824,Amazon,9708,refund
753,2025-01-22,17:26:22,34.06061056465607,Best Buy,2444,purchase
754,2025-01-23,06:00:49,796.3209915864688,Best Buy,4644,refund
755,2025-01-24,16:27:33,820.1757129094451,Walmart,1468,refund
756,2025-01-25,10:06:01,486.30908155496036,Target,6821,refund
757,2025-01-26,12:39:08,960.9711070244401,Amazon,4534,purchase
758,2025-01-27,15:07:42,628.0892058222354,Walmart,2046,refund
759,2025-01-28,07:25:03,591.4068054435317,Best Buy,5940,purchase
760,2025-01-29,15:42:06,833.110470747023,Target,8865,purchase
761,2025-01-30,06:56:33,2.115068496457693,Amazon,8508,refund
762,2025-01-31,16:27:48,197.50314604247384,Best Buy,9596,purchase
763,2025-02-01,07:38:56,287.8544326748568,Best Buy,9773,purchase
764,2025-02-02,09:44:04,447.29001466989246,Walmart,5440,refund
765,2025-02-03,18:43:19,124.67189482556977,Best Buy,8371,purchase
766,2025-02-04,15:43:58,859.8648267335517,Amazon,8061,refund
767,2025-02-05,18:09:31,715.9065841958436,Best Buy,3300,purchase
768,2025-02-06,20:28:55,771.2256922209044,Walmart,9897,purchase
769,2025-02-07,10:57:01,92.02931304560408,Walmart,8791,refund
770,2025-02-08,11:35:50,501.9607718874626,Target,8979,refund
771,2025-02-09,09:37:38,120.60572371463111,Target,7365,purchase
772,2025-02-10,16:25:26,274.7665310899922,Best Buy,1566,purchase
773,2025-02-11,16:15:23,920.6270357459739,Best Buy,5952,purchase
774,2025-02-12,04:25:19,772.8550877401615,Best Buy,6754,purchase
775,2025-02-13,14:55:43,772.2847643788914,Target,5280,purchase
776,2025-02-14,09:16:34,753.3331746178557,Target,7420,refund
777,2025-02-15,04:07:39,405.2386770098626,Best Buy,5021,refund
778,2025-02-16,15:20:55,87.86839069121561,Target,5078,refund
779,2025-02-17,21:36:39,930.9461593819847,Walmart,2491,purchase
780,2025-02-18,07:02:54,694.6994947772655,Target,4575,refund
781,2025-02-19,18:47:54,778.4634857064144,Walmart,5118,refund
782,2025-02-20,08:36:50,791.822923279121,Best Buy,6605,refund
783,2025-02-21,06:26:43,823.5174085305139,Walmart,1569,refund
784,2025-02-22,11:03:09,382.95945962211204,Amazon,4739,purchase
785,2025-02-23,03:35:12,934.8464184929844,Best Buy,5590,refund
786,2025-02-24,10:21:25,470.1185523392218,Walmart,9435,purchase
787,2025-02-25,08:16:04,216.74360055429003,Walmart,8397,purchase
788,2025-02-26,20:36:05,515.110259108871,Target,2144,purchase
789,2025-02-27,07:41:01,644.3529431544125,Walmart,1956,purchase
790,2025-02-28,15:23:17,320.1002489015222,Target,7602,purchase
791,2025-03-01,08:10:59,107.69953507603259,Walmart,9967,purchase
792,2025-03-02,12:18:16,457.40813496669784,Walmart,1425,purchase
793,2025-03-03,01:56:48,488.3114716462544,Target,2313,refund
794,2025-03-04,05:02:09,771.6343178651559,Amazon,1120,refund
795,2025-03-05,08:18:13,73.35043434289491,Walmart,8756,refund
796,2025-03-06,07:30:04,670.7596776707783,Walmart,6679,purchase
797,2025-03-07,20:30:28,148.84176614935373,Best Buy,2410,purchase
798,2025-03-08,18:35:45,681.4337226775028,Target,1736,purchase
799,2025-03-09,19:35:33,342.6412147839395,Target,6080,purchase
800,2025-03-10,06:48:48,845.2409179437315,Amazon,6445,purchase
801,2025-03-11,14:51:18,456.9148849127545,Best Buy,3451,purchase
802,2025-03-12,12:39:20,234.47477628886895,Amazon,1471,purchase
803,2025-03-13,19:53:12,762.762184841172,Amazon,4694,purchase
804,2025-03-14,18:57:26,978.6758295962284,Walmart,8124,purchase
805,2025-03-15,23:37:02,634.0096107856798,Walmart,1058,purchase
806,2025-03-16,04:03:11,135.29363319132997,Target,4044,refund
807,2025-03-17,06:24:19,205.169378131062,Best Buy,2420,refund
808,2025-03-18,11:52:36,380.28180686354386,Target,6860,purchase
809,2025-03-19,20:09:14,497.08126649567504,Best Buy,3895,purchase
810,2025-03-20,23:29:14,21.121113963170774,Target,7565,refund
811,2025-03-21,09:08:11,482.22246792406816,Amazon,9310,purchase
812,2025-03-22,08:52:38,475.4099927750277,Amazon,5504,refund
813,2025-03-23,10:53:48,436.4471254462617,Amazon,2709,refund
814,2025-03-24,16:42:13,309.3491390994093,Walmart,9372,refund
815,2025-03-25,05:00:13,956.9846507879045,Best Buy,4924,purchase
